calibration,created,external_uid,finish_time,id,info,media_url,project_id,task_id,timeout,user_id,user_ip
,2018-09-19T15:18:56.052883,,2018-09-19T15:19:43.994792,3008740,No,,5441,2017663,,,223.94.105.2
,2018-09-19T15:18:43.811528,,2018-09-19T15:19:54.663078,3008741,No,,5441,2017662,,,72.49.160.29
,2018-09-19T15:18:50.083388,,2018-09-19T15:20:01.985184,3008742,No,,5441,2017663,,,72.49.160.29
,2018-09-19T15:19:24.606003,,2018-09-19T15:20:25.314831,3008743,No,,5441,2017664,,,223.94.105.2
,2018-09-19T15:19:55.225788,,2018-09-19T15:20:37.779312,3008744,No,,5441,2017664,,,72.49.160.29
,2018-09-19T15:20:02.492975,,2018-09-19T15:20:41.704934,3008745,No,,5441,2017665,,,72.49.160.29
,2018-09-19T15:20:38.439717,,2018-09-19T15:20:43.471205,3008746,No,,5441,2017666,,,72.49.160.29
,2018-09-19T15:20:42.059977,,2018-09-19T15:20:45.085772,3008747,No,,5441,2017667,,,72.49.160.29
,2018-09-19T15:20:43.764147,,2018-09-19T15:20:46.597640,3008748,No,,5441,2017668,,,72.49.160.29
,2018-09-19T15:19:44.334652,,2018-09-19T15:20:47.853701,3008749,No,,5441,2017665,,,223.94.105.2
,2018-09-19T15:20:45.461893,,2018-09-19T15:20:48.284665,3008750,No,,5441,2017669,,,72.49.160.29
,2018-09-19T15:20:25.612695,,2018-09-19T15:21:04.127208,3008751,No,,5441,2017666,,,223.94.105.2
,2018-09-19T15:20:46.944583,,2018-09-19T15:21:06.342722,3008752,Yes,,5441,2017670,,,72.49.160.29
,2018-09-19T15:20:48.609559,,2018-09-19T15:21:12.153581,3008753,No,,5441,2017671,,,72.49.160.29
,2018-09-19T15:21:06.643957,,2018-09-19T15:21:14.225078,3008754,No,,5441,2017672,,,72.49.160.29
,2018-09-19T15:21:12.426092,,2018-09-19T15:21:16.090783,3008755,No,,5441,2017673,,,72.49.160.29
,2018-09-19T15:21:14.579543,,2018-09-19T15:21:18.536681,3008756,No,,5441,2017674,,,72.49.160.29
,2018-09-19T15:21:16.472172,,2018-09-19T15:21:23.116920,3008757,No,,5441,2017675,,,72.49.160.29
,2018-09-19T15:21:18.818414,,2018-09-19T15:21:26.580455,3008758,No,,5441,2017676,,,72.49.160.29
,2018-09-19T15:21:23.377790,,2018-09-19T15:21:28.081344,3008759,No,,5441,2017677,,,72.49.160.29
,2018-09-19T15:21:26.896278,,2018-09-19T15:21:29.728327,3008760,No,,5441,2017678,,,72.49.160.29
,2018-09-19T15:21:28.370038,,2018-09-19T15:21:30.869797,3008761,No,,5441,2017679,,,72.49.160.29
,2018-09-19T15:21:30.027297,,2018-09-19T15:21:35.212117,3008762,No,,5441,2017680,,,72.49.160.29
,2018-09-19T15:21:31.121059,,2018-09-19T15:21:37.198822,3008763,No,,5441,2017681,,,72.49.160.29
,2018-09-19T15:21:35.535127,,2018-09-19T15:21:38.757963,3008764,No,,5441,2017682,,,72.49.160.29
,2018-09-19T15:21:37.598284,,2018-09-19T15:21:40.071339,3008765,No,,5441,2017683,,,72.49.160.29
,2018-09-19T15:21:39.172545,,2018-09-19T15:21:41.820726,3008766,No,,5441,2017684,,,72.49.160.29
,2018-09-19T15:21:40.510770,,2018-09-19T15:21:44.418425,3008767,No,,5441,2017685,,,72.49.160.29
,2018-09-19T15:20:48.324520,,2018-09-19T15:21:46.900507,3008768,No,,5441,2017667,,,223.94.105.2
,2018-09-19T15:21:42.228567,,2018-09-19T15:22:04.269376,3008769,No,,5441,2017686,,,72.49.160.29
,2018-09-19T15:21:04.532533,,2018-09-19T15:22:07.797988,3008770,No,,5441,2017668,,,223.94.105.2
,2018-09-19T15:21:44.783332,,2018-09-19T15:22:09.359015,3008771,No,,5441,2017687,,,72.49.160.29
,2018-09-19T15:22:04.918208,,2018-09-19T15:22:15.004158,3008772,No,,5441,2017688,,,72.49.160.29
,2018-09-19T15:22:09.691137,,2018-09-19T15:22:16.875058,3008773,No,,5441,2017689,,,72.49.160.29
,2018-09-19T15:22:15.482696,,2018-09-19T15:22:21.189055,3008774,No,,5441,2017690,,,72.49.160.29
,2018-09-19T15:22:17.211508,,2018-09-19T15:22:23.450022,3008775,No,,5441,2017691,,,72.49.160.29
,2018-09-19T15:21:47.275349,,2018-09-19T15:22:24.360425,3008776,Yes,,5441,2017669,,,223.94.105.2
,2018-09-19T15:22:08.264363,,2018-09-19T15:22:50.206899,3008777,No,,5441,2017670,,,223.94.105.2
,2018-09-19T15:22:24.750849,,2018-09-19T15:23:01.361168,3008778,No,,5441,2017671,,,223.94.105.2
,2018-09-19T15:22:50.617570,,2018-09-19T15:23:13.915986,3008779,No,,5441,2017672,,,223.94.105.2
,2018-09-19T15:22:22.655694,,2018-09-19T15:23:20.849925,3008780,Yes,,5441,2017669,,,81.163.61.254
,2018-09-19T15:23:01.971205,,2018-09-19T15:23:26.752293,3008781,No,,5441,2017673,,,223.94.105.2
,2018-09-19T15:22:40.419988,,2018-09-19T15:23:36.828334,3008782,No,,5441,2017670,,,70.124.173.58
,2018-09-19T15:22:23.694753,,2018-09-19T15:23:45.669833,3008783,Yes,,5441,2017670,,,81.163.61.254
,2018-09-19T15:23:30.288210,,2018-09-19T15:23:51.537763,3008784,No,,5441,2017674,,,46.59.202.164
,2018-09-19T15:22:40.715430,,2018-09-19T15:23:52.790840,3008785,No,,5441,2017671,,,70.124.173.58
,2018-09-19T15:23:21.663732,,2018-09-19T15:24:05.041264,3008786,No,,5441,2017674,,,81.163.61.254
,2018-09-19T15:23:37.223176,,2018-09-19T15:24:06.338617,3008787,No,,5441,2017675,,,70.124.173.58
,2018-09-19T15:23:30.766687,,2018-09-19T15:24:10.433864,3008788,No,,5441,2017675,,,46.59.202.164
,2018-09-19T15:23:46.248016,,2018-09-19T15:24:15.992026,3008789,No,,5441,2017675,,,81.163.61.254
,2018-09-19T15:23:52.071497,,2018-09-19T15:24:20.874839,3008790,No,,5441,2017676,,,46.59.202.164
,2018-09-19T15:23:53.287650,,2018-09-19T15:24:27.269476,3008791,No,,5441,2017676,,,70.124.173.58
,2018-09-19T15:24:05.582513,,2018-09-19T15:24:28.698030,3008792,No,,5441,2017676,,,81.163.61.254
,2018-09-19T15:24:10.901564,,2018-09-19T15:24:31.546054,3008793,No,,5441,2017677,,,46.59.202.164
,2018-09-19T15:24:16.901776,,2018-09-19T15:24:40.079198,3008794,No,,5441,2017677,,,81.163.61.254
,2018-09-19T15:24:21.167047,,2018-09-19T15:24:42.440657,3008795,No,,5441,2017678,,,46.59.202.164
,2018-09-19T15:24:32.002013,,2018-09-19T15:24:52.032223,3008796,No,,5441,2017679,,,46.59.202.164
,2018-09-19T15:24:29.529695,,2018-09-19T15:24:53.316280,3008797,No,,5441,2017678,,,81.163.61.254
,2018-09-19T15:24:42.911584,,2018-09-19T15:25:01.363907,3008798,No,,5441,2017680,,,46.59.202.164
,2018-09-19T15:24:40.587846,,2018-09-19T15:25:06.398459,3008799,No,,5441,2017679,,,81.163.61.254
,2018-09-19T15:24:52.337437,,2018-09-19T15:25:10.811822,3008800,No,,5441,2017681,,,46.59.202.164
,2018-09-19T15:25:01.643066,,2018-09-19T15:25:35.776258,3008801,No,,5441,2017682,,,46.59.202.164
,2018-09-19T15:25:11.113824,,2018-09-19T15:25:43.129756,3008802,No,,5441,2017683,,,46.59.202.164
,2018-09-19T15:25:36.255141,,2018-09-19T15:26:05.210839,3008804,No,,5441,2017684,,,46.59.202.164
,2018-09-19T15:25:43.388501,,2018-09-19T15:26:15.646934,3008805,No,,5441,2017685,,,46.59.202.164
,2018-09-19T15:26:05.477548,,2018-09-19T15:26:27.437373,3008806,No,,5441,2017686,,,46.59.202.164
,2018-09-19T15:26:15.932925,,2018-09-19T15:26:39.677241,3008807,Yes,,5441,2017687,,,46.59.202.164
,2018-09-19T15:26:27.731811,,2018-09-19T15:26:47.492265,3008808,No,,5441,2017688,,,46.59.202.164
,2018-09-19T15:26:39.943659,,2018-09-19T15:26:56.339596,3008809,No,,5441,2017689,,,46.59.202.164
,2018-09-19T15:26:47.755239,,2018-09-19T15:27:00.137556,3008810,No,,5441,2017690,,,46.59.202.164
,2018-09-19T15:26:56.644108,,2018-09-19T15:27:02.553931,3008811,No,,5441,2017691,,,46.59.202.164
,2018-09-19T15:27:00.412013,,2018-09-19T15:27:07.509925,3008812,No,,5441,2017692,,,46.59.202.164
,2018-09-19T15:27:02.843933,,2018-09-19T15:27:11.982454,3008813,No,,5441,2017693,,,46.59.202.164
,2018-09-19T15:27:07.795343,,2018-09-19T15:27:19.832145,3008814,No,,5441,2017694,,,46.59.202.164
,2018-09-19T15:27:12.249607,,2018-09-19T15:27:29.638364,3008815,No,,5441,2017695,,,46.59.202.164
,2018-09-19T15:24:54.083752,,2018-09-19T15:27:30.306862,3008816,No,,5441,2017680,,,81.163.61.254
,2018-09-19T15:27:20.107746,,2018-09-19T15:27:33.122006,3008817,No,,5441,2017696,,,46.59.202.164
,2018-09-19T15:25:06.920881,,2018-09-19T15:27:44.459835,3008818,No,,5441,2017681,,,81.163.61.254
,2018-09-19T15:27:31.117455,,2018-09-19T15:27:57.125061,3008819,No,,5441,2017682,,,81.163.61.254
,2018-09-19T15:27:45.182965,,2018-09-19T15:28:34.171980,3008820,No,,5441,2017683,,,81.163.61.254
,2018-09-19T15:27:57.779903,,2018-09-19T15:28:45.779968,3008821,No,,5441,2017684,,,81.163.61.254
,2018-09-19T15:28:35.198082,,2018-09-19T15:29:13.471120,3008822,No,,5441,2017685,,,81.163.61.254
,2018-09-19T15:22:21.510751,,2018-09-19T15:30:20.744594,3008823,No,,5441,2017692,,,72.49.160.29
,2018-09-19T15:22:23.740197,,2018-09-19T15:30:24.853955,3008824,No,,5441,2017693,,,72.49.160.29
,2018-09-19T15:30:21.696734,,2018-09-19T15:30:31.336812,3008825,No,,5441,2017694,,,72.49.160.29
,2018-09-19T15:30:25.138137,,2018-09-19T15:30:36.901263,3008826,No,,5441,2017695,,,72.49.160.29
,2018-09-19T15:30:31.734370,,2018-09-19T15:30:41.910985,3008827,No,,5441,2017696,,,72.49.160.29
,2018-09-19T15:30:37.238971,,2018-09-19T15:30:46.772563,3008828,No,,5441,2017697,,,72.49.160.29
,2018-09-19T15:30:42.195416,,2018-09-19T15:30:53.016821,3008829,No,,5441,2017698,,,72.49.160.29
,2018-09-19T15:30:47.092607,,2018-09-19T15:31:03.595729,3008830,No,,5441,2017699,,,72.49.160.29
,2018-09-19T15:30:53.278204,,2018-09-19T15:31:12.902861,3008831,No,,5441,2017700,,,72.49.160.29
,2018-09-19T15:31:03.864534,,2018-09-19T15:31:19.113164,3008832,No,,5441,2017701,,,72.49.160.29
,2018-09-19T15:31:13.220503,,2018-09-19T15:31:24.871753,3008833,No,,5441,2017702,,,72.49.160.29
,2018-09-19T15:31:19.419376,,2018-09-19T15:31:33.154806,3008834,No,,5441,2017703,,,72.49.160.29
,2018-09-19T15:31:25.138947,,2018-09-19T15:31:39.940142,3008835,No,,5441,2017704,,,72.49.160.29
,2018-09-19T15:31:31.851763,,2018-09-19T15:31:46.007607,3008836,No,,5441,2017686,,,98.75.170.61
,2018-09-19T15:31:33.417595,,2018-09-19T15:31:46.328492,3008837,No,,5441,2017705,,,72.49.160.29
,2018-09-19T15:31:40.190532,,2018-09-19T15:31:51.952357,3008838,No,,5441,2017706,,,72.49.160.29
,2018-09-19T15:31:46.685395,,2018-09-19T15:31:57.560926,3008839,No,,5441,2017707,,,72.49.160.29
,2018-09-19T15:31:36.032608,,2018-09-19T15:32:11.402774,3008840,No,,5441,2017686,,,70.124.252.133
,2018-09-19T15:31:52.268843,,2018-09-19T15:32:14.081983,3008841,No,,5441,2017708,,,72.49.160.29
,2018-09-19T15:31:32.185299,,2018-09-19T15:32:18.529484,3008842,Yes,,5441,2017687,,,98.75.170.61
,2018-09-19T15:31:36.450535,,2018-09-19T15:32:20.000342,3008843,Yes,,5441,2017687,,,70.124.252.133
,2018-09-19T15:31:57.887079,,2018-09-19T15:32:21.429040,3008844,No,,5441,2017709,,,72.49.160.29
,2018-09-19T15:31:46.469922,,2018-09-19T15:32:24.944459,3008845,No,,5441,2017688,,,98.75.170.61
,2018-09-19T15:32:18.897300,,2018-09-19T15:32:27.327084,3008846,No,,5441,2017689,,,98.75.170.61
,2018-09-19T15:32:25.319237,,2018-09-19T15:32:28.720974,3008847,No,,5441,2017690,,,98.75.170.61
,2018-09-19T15:32:14.465656,,2018-09-19T15:32:28.903001,3008848,No,,5441,2017710,,,72.49.160.29
,2018-09-19T15:32:27.678440,,2018-09-19T15:32:29.820526,3008849,No,,5441,2017691,,,98.75.170.61
,2018-09-19T15:32:11.776871,,2018-09-19T15:32:30.677250,3008850,No,,5441,2017688,,,70.124.252.133
,2018-09-19T15:32:29.103890,,2018-09-19T15:32:30.996530,3008851,No,,5441,2017692,,,98.75.170.61
,2018-09-19T15:32:21.731269,,2018-09-19T15:32:33.932847,3008852,No,,5441,2017711,,,72.49.160.29
,2018-09-19T15:32:30.193339,,2018-09-19T15:32:33.997403,3008853,No,,5441,2017693,,,98.75.170.61
,2018-09-19T15:32:31.876175,,2018-09-19T15:32:37.525933,3008854,No,,5441,2017694,,,98.75.170.61
,2018-09-19T15:32:29.163514,,2018-09-19T15:32:39.362918,3008855,No,,5441,2017712,,,72.49.160.29
,2018-09-19T15:32:34.351970,,2018-09-19T15:32:41.049979,3008856,No,,5441,2017695,,,98.75.170.61
,2018-09-19T15:32:20.337466,,2018-09-19T15:32:42.020677,3008857,No,,5441,2017689,,,70.124.252.133
,2018-09-19T15:32:37.879028,,2018-09-19T15:32:43.050763,3008858,No,,5441,2017696,,,98.75.170.61
,2018-09-19T15:32:34.188334,,2018-09-19T15:32:44.776663,3008859,No,,5441,2017713,,,72.49.160.29
,2018-09-19T15:32:41.404645,,2018-09-19T15:32:46.003283,3008860,No,,5441,2017697,,,98.75.170.61
,2018-09-19T15:32:43.410413,,2018-09-19T15:32:49.514152,3008861,No,,5441,2017698,,,98.75.170.61
,2018-09-19T15:32:46.242930,,2018-09-19T15:32:50.919102,3008862,No,,5441,2017699,,,98.75.170.61
,2018-09-19T15:32:31.034975,,2018-09-19T15:32:50.980809,3008863,No,,5441,2017693,,,70.124.252.133
,2018-09-19T15:32:39.648322,,2018-09-19T15:32:52.256232,3008864,No,,5441,2017714,,,72.49.160.29
,2018-09-19T15:32:49.770230,,2018-09-19T15:32:56.352984,3008865,No,,5441,2017700,,,98.75.170.61
,2018-09-19T15:32:45.046369,,2018-09-19T15:32:58.378637,3008866,No,,5441,2017715,,,72.49.160.29
,2018-09-19T15:32:51.173371,,2018-09-19T15:32:58.500553,3008867,No,,5441,2017701,,,98.75.170.61
,2018-09-19T15:32:56.606470,,2018-09-19T15:32:59.873676,3008868,No,,5441,2017702,,,98.75.170.61
,2018-09-19T15:32:58.762984,,2018-09-19T15:33:01.395685,3008869,No,,5441,2017703,,,98.75.170.61
,2018-09-19T15:33:00.144003,,2018-09-19T15:33:02.909865,3008870,No,,5441,2017704,,,98.75.170.61
,2018-09-19T15:33:01.686500,,2018-09-19T15:33:04.019902,3008871,No,,5441,2017705,,,98.75.170.61
,2018-09-19T15:32:52.577819,,2018-09-19T15:33:04.673648,3008872,No,,5441,2017716,,,72.49.160.29
,2018-09-19T15:33:03.172154,,2018-09-19T15:33:04.909780,3008873,No,,5441,2017706,,,98.75.170.61
,2018-09-19T15:33:04.283583,,2018-09-19T15:33:05.647369,3008874,No,,5441,2017707,,,98.75.170.61
,2018-09-19T15:32:42.369394,,2018-09-19T15:33:07.193970,3008875,No,,5441,2017697,,,70.124.252.133
,2018-09-19T15:33:05.185093,,2018-09-19T15:33:08.679294,3008876,No,,5441,2017708,,,98.75.170.61
,2018-09-19T15:33:05.892379,,2018-09-19T15:33:10.018847,3008877,No,,5441,2017709,,,98.75.170.61
,2018-09-19T15:33:08.949646,,2018-09-19T15:33:12.586995,3008878,No,,5441,2017710,,,98.75.170.61
,2018-09-19T15:33:10.257134,,2018-09-19T15:33:14.079750,3008879,No,,5441,2017711,,,98.75.170.61
,2018-09-19T15:33:12.852712,,2018-09-19T15:33:16.308847,3008880,No,,5441,2017712,,,98.75.170.61
,2018-09-19T15:33:14.364450,,2018-09-19T15:33:17.534946,3008881,No,,5441,2017713,,,98.75.170.61
,2018-09-19T15:32:51.331676,,2018-09-19T15:33:20.090772,3008882,No,,5441,2017698,,,70.124.252.133
,2018-09-19T15:33:07.661385,,2018-09-19T15:33:28.530340,3008883,No,,5441,2017699,,,70.124.252.133
,2018-09-19T15:33:20.610814,,2018-09-19T15:33:32.430761,3008884,No,,5441,2017700,,,70.124.252.133
,2018-09-19T15:33:28.937706,,2018-09-19T15:33:39.559698,3008885,No,,5441,2017701,,,70.124.252.133
,2018-09-19T15:33:32.780862,,2018-09-19T15:33:47.797638,3008886,No,,5441,2017702,,,70.124.252.133
,2018-09-19T15:33:40.283684,,2018-09-19T15:33:58.389909,3008887,No,,5441,2017703,,,70.124.252.133
,2018-09-19T15:33:48.364722,,2018-09-19T15:34:02.340578,3008888,No,,5441,2017704,,,70.124.252.133
,2018-09-19T15:33:58.901844,,2018-09-19T15:34:04.125714,3008889,No,,5441,2017705,,,70.124.252.133
,2018-09-19T15:34:02.710903,,2018-09-19T15:34:06.443840,3008890,No,,5441,2017706,,,70.124.252.133
,2018-09-19T15:34:04.470083,,2018-09-19T15:34:09.601415,3008891,No,,5441,2017707,,,70.124.252.133
,2018-09-19T15:34:06.760670,,2018-09-19T15:34:19.720186,3008892,No,,5441,2017708,,,70.124.252.133
,2018-09-19T15:34:10.132782,,2018-09-19T15:34:23.088895,3008893,No,,5441,2017709,,,70.124.252.133
,2018-09-19T15:34:20.231423,,2018-09-19T15:34:27.090281,3008894,No,,5441,2017710,,,70.124.252.133
,2018-09-19T15:34:23.478432,,2018-09-19T15:34:30.199817,3008895,No,,5441,2017711,,,70.124.252.133
,2018-09-19T15:34:27.485612,,2018-09-19T15:34:37.331590,3008896,No,,5441,2017712,,,70.124.252.133
,2018-09-19T15:34:30.579532,,2018-09-19T15:34:44.159341,3008897,No,,5441,2017713,,,70.124.252.133
,2018-09-19T15:34:37.677301,,2018-09-19T15:34:52.738037,3008898,No,,5441,2017714,,,70.124.252.133
,2018-09-19T15:34:44.487589,,2018-09-19T15:34:55.896785,3008899,No,,5441,2017715,,,70.124.252.133
,2018-09-19T15:34:53.197398,,2018-09-19T15:34:58.156402,3008900,No,,5441,2017716,,,70.124.252.133
,2018-09-19T15:34:56.151079,,2018-09-19T15:35:01.169591,3008901,No,,5441,2017717,,,70.124.252.133
,2018-09-19T15:34:58.388913,,2018-09-19T15:35:05.696578,3008902,No,,5441,2017718,,,70.124.252.133
,2018-09-19T15:35:01.408310,,2018-09-19T15:35:08.910944,3008903,No,,5441,2017719,,,70.124.252.133
,2018-09-19T15:35:05.994897,,2018-09-19T15:35:14.001404,3008904,No,,5441,2017720,,,70.124.252.133
,2018-09-19T15:35:09.411385,,2018-09-19T15:35:22.136296,3008905,No,,5441,2017721,,,70.124.252.133
,2018-09-19T15:35:14.302561,,2018-09-19T15:35:29.881419,3008906,No,,5441,2017722,,,70.124.252.133
,2018-09-19T15:35:22.417451,,2018-09-19T15:35:32.022611,3008907,No,,5441,2017723,,,70.124.252.133
,2018-09-19T15:35:30.192275,,2018-09-19T15:35:36.506590,3008908,No,,5441,2017724,,,70.124.252.133
,2018-09-19T15:35:32.304876,,2018-09-19T15:35:38.807489,3008909,No,,5441,2017725,,,70.124.252.133
,2018-09-19T15:33:16.572902,,2018-09-19T15:35:40.277399,3008910,No,,5441,2017714,,,98.75.170.61
,2018-09-19T15:35:36.770931,,2018-09-19T15:35:41.501774,3008911,No,,5441,2017726,,,70.124.252.133
,2018-09-19T15:33:17.771671,,2018-09-19T15:35:42.092651,3008912,No,,5441,2017715,,,98.75.170.61
,2018-09-19T15:35:40.792283,,2018-09-19T15:35:45.204478,3008913,No,,5441,2017716,,,98.75.170.61
,2018-09-19T15:35:39.045268,,2018-09-19T15:35:45.605220,3008914,No,,5441,2017727,,,70.124.252.133
,2018-09-19T15:35:41.759051,,2018-09-19T15:35:47.523562,3008915,No,,5441,2017728,,,70.124.252.133
,2018-09-19T15:35:42.539007,,2018-09-19T15:35:48.449549,3008916,No,,5441,2017717,,,98.75.170.61
,2018-09-19T15:35:45.861973,,2018-09-19T15:35:51.027958,3008917,No,,5441,2017729,,,70.124.252.133
,2018-09-19T15:35:45.583422,,2018-09-19T15:35:54.254593,3008918,No,,5441,2017718,,,98.75.170.61
,2018-09-19T15:35:47.745093,,2018-09-19T15:35:55.333717,3008919,No,,5441,2017730,,,70.124.252.133
,2018-09-19T15:35:48.849568,,2018-09-19T15:35:56.619866,3008920,No,,5441,2017719,,,98.75.170.61
,2018-09-19T15:35:51.268289,,2018-09-19T15:35:57.708733,3008921,No,,5441,2017731,,,70.124.252.133
,2018-09-19T15:35:54.509273,,2018-09-19T15:35:59.506483,3008922,No,,5441,2017720,,,98.75.170.61
,2018-09-19T15:35:55.585222,,2018-09-19T15:36:00.318986,3008923,No,,5441,2017732,,,70.124.252.133
,2018-09-19T15:35:57.936595,,2018-09-19T15:36:03.452240,3008924,No,,5441,2017733,,,70.124.252.133
,2018-09-19T15:35:56.879068,,2018-09-19T15:36:04.253679,3008925,No,,5441,2017721,,,98.75.170.61
,2018-09-19T15:36:00.552040,,2018-09-19T15:36:05.529931,3008926,No,,5441,2017734,,,70.124.252.133
,2018-09-19T15:35:59.771601,,2018-09-19T15:36:08.017257,3008927,No,,5441,2017722,,,98.75.170.61
,2018-09-19T15:36:04.495746,,2018-09-19T15:36:09.356376,3008928,No,,5441,2017723,,,98.75.170.61
,2018-09-19T15:36:08.274810,,2018-09-19T15:36:12.496152,3008929,No,,5441,2017724,,,98.75.170.61
,2018-09-19T15:36:03.694348,,2018-09-19T15:36:13.176385,3008930,No,,5441,2017735,,,70.124.252.133
,2018-09-19T15:36:09.608242,,2018-09-19T15:36:14.983336,3008931,No,,5441,2017725,,,98.75.170.61
,2018-09-19T15:36:05.783082,,2018-09-19T15:36:15.769557,3008932,No,,5441,2017736,,,70.124.252.133
,2018-09-19T15:36:12.753506,,2018-09-19T15:36:17.426345,3008933,No,,5441,2017726,,,98.75.170.61
,2018-09-19T15:36:13.424112,,2018-09-19T15:36:18.610842,3008934,No,,5441,2017737,,,70.124.252.133
,2018-09-19T15:36:15.232787,,2018-09-19T15:36:20.210572,3008935,No,,5441,2017727,,,98.75.170.61
,2018-09-19T15:36:16.008788,,2018-09-19T15:36:20.589784,3008936,No,,5441,2017738,,,70.124.252.133
,2018-09-19T15:36:17.692396,,2018-09-19T15:36:22.270184,3008937,No,,5441,2017728,,,98.75.170.61
,2018-09-19T15:36:18.855784,,2018-09-19T15:36:23.161602,3008938,No,,5441,2017739,,,70.124.252.133
,2018-09-19T15:36:20.463130,,2018-09-19T15:36:23.821383,3008939,No,,5441,2017729,,,98.75.170.61
,2018-09-19T15:36:22.526426,,2018-09-19T15:36:25.853617,3008940,No,,5441,2017730,,,98.75.170.61
,2018-09-19T15:36:24.106057,,2018-09-19T15:36:28.298263,3008941,No,,5441,2017731,,,98.75.170.61
,2018-09-19T15:36:26.115487,,2018-09-19T15:36:29.982236,3008942,No,,5441,2017732,,,98.75.170.61
,2018-09-19T15:36:28.546120,,2018-09-19T15:36:32.508033,3008943,No,,5441,2017733,,,98.75.170.61
,2018-09-19T15:36:30.262668,,2018-09-19T15:36:33.559262,3008944,No,,5441,2017734,,,98.75.170.61
,2018-09-19T15:36:32.776616,,2018-09-19T15:36:34.610177,3008945,No,,5441,2017735,,,98.75.170.61
,2018-09-19T15:36:33.811541,,2018-09-19T15:36:37.408412,3008946,No,,5441,2017736,,,98.75.170.61
,2018-09-19T15:36:34.878436,,2018-09-19T15:36:38.797770,3008947,No,,5441,2017737,,,98.75.170.61
,2018-09-19T15:36:37.669933,,2018-09-19T15:36:40.048253,3008948,No,,5441,2017738,,,98.75.170.61
,2018-09-19T15:36:39.054189,,2018-09-19T15:36:42.446515,3008949,No,,5441,2017739,,,98.75.170.61
,2018-09-19T15:36:40.318867,,2018-09-19T15:36:44.237754,3008950,No,,5441,2017740,,,98.75.170.61
,2018-09-19T15:36:42.726594,,2018-09-19T15:36:46.465622,3008951,No,,5441,2017741,,,98.75.170.61
,2018-09-19T15:36:44.486421,,2018-09-19T15:36:49.378942,3008952,No,,5441,2017742,,,98.75.170.61
,2018-09-19T15:36:46.710041,,2018-09-19T15:36:50.787995,3008953,No,,5441,2017743,,,98.75.170.61
,2018-09-19T15:36:49.665017,,2018-09-19T15:36:53.922031,3008954,No,,5441,2017744,,,98.75.170.61
,2018-09-19T15:36:51.055422,,2018-09-19T15:36:57.219720,3008955,No,,5441,2017745,,,98.75.170.61
,2018-09-19T15:36:54.195548,,2018-09-19T15:36:59.263968,3008956,No,,5441,2017746,,,98.75.170.61
